row_id,내용,상세내용,주장/검증매체
100,전기차 시대 늘어나는 사고셀 식별번호 매긴다,"['국토부', '충전기', '관련', '피해', '조사', '전기차', '장치', '사고', '소방', '기준', '국회', '설치', '시설', '신청', '규정', '주요', '테슬라', '배터리', '주차장', '발생', '화재', '안전', '경우', '주차', '충전', '지하', '당국', '지난해', '계획', '국내', '증가', '차량', '최근', '부품', '핵심']",파이낸셜뉴스
101,부분 수리 어려운 전기차 배터리고객보험사 부담,"['도입', '보고서', '위원', '통일', '문제', '교체', '작용', '관련', '수리', '비용', '보험료', '활성화', '평가', '제조', '손해', '재사용', '업체', '손상', '전체', '전기차', '마련', '가치', '사고', '차원', '자동차', '사용', '기준', '지원', '정비', '기술', '시장', '정책', '보험사', '소비자', '예측', '진단', '국가', '보험', '부담', '배터리', '확립', '확대', '재활용', '장기', '경우', '정부', '처리', '필요', '산정']",아시아경제
102,에바 전기차 화재감지 충전기 조달청 혁신 시제품 지정,"['제품', '세계', '전기차', '사업', '충전기', '혁신', '기관', '화재', '최초', '선정', '설루션', '구매', '지정', '탑재']",뉴시스
103,공정위 5G 거짓광고 의결서 법원 송부소비자 민사소송 활용 기대,"['소비자', '공정위', '서비스', '광고', '사가', '부당', '속도', '실제', '이동통신']",파이낸셜뉴스
104,UNIST 중간광고가 더 잘 기억나는 이유부정적 감정 때문,"['형성', '감정', '콘텐츠', '광고', '연구', '결과', '부정', '동안', '기억', '영상', '울산', '교수', '중간', '실험']",연합뉴스
105,이 놀이 자석 있다면 주의하세요소비자 안전 주의보 발령,"['제품', '소비자', '사고', '사용', '표시', '어린이', '판매', '안전', '소비자원']",MBN
106,안성 최중심에 1군 브랜드 민간임대주택 9월 공급 예정,"['예정', '교통', '거주', '개발', '최고', '반도체', '세대', '민간', '조성', '분양', '아파트', '임대', '청약', '물류', '공급', '이마트', '방식', '이용', '안정', '주거', '지구']",아시아경제
107,부부 각각 1채 보유땐 종부세 중과세율 면제,"['세액', '주택', '조정', '공제', '특례', '지역', '보유', '대상', '기준', '구입', '중과', '세율', '신규', '국세청', '적용', '종전', '올해', '과세', '세금', '일시', '종부세', '부담', '경우', '최대', '해제', '혜택']",매일경제
108,산업부 오는 25일까지 프랑스 정부에 전기차 보조금 의견 전달,"['업계', '대상', '산업', '전기차', '기준', '기업', '내용', '재활용', '정부', '합산', '보조금', '개편안', '산업부', '배출', '산정', '점수', '프랑스', '생산', '탄소', '재료']",헤럴드경제
109,EU 쏟아지는 규제 폭탄에K배터리 비명,"['예정', '공급망', '설명', '한국', '작용', '특정', '업체', '신고', '대상', '대표', '구성', '목표', '발효', '산업', '활용', '조사', '탄소', '반도체', '중국', '글로벌', '마련', '사용', '환경', '기회', '지급', '영향', '무역', '수도', '법인', '전략', '적용', '시장', '가능성', '의무', '기업', '실사', '국가', '조달', '재생', '배터리', '유럽', '법무', '확대', '재활용', '판매', '경우', '경쟁', '원자재', '코발트', '공개', '리튬', '보조금', '회수', '변호사', '부터', '법안', '규제', '생산', '원료', '최근', '핵심']",아시아경제
110,냉동실 닭가슴살 전자레인지 해동하면 안 된다고,"['위생', '냉장', '세균', '손실', '가슴', '위험', '식품', '고기', '해동', '냉동']",헬스조선
111,만두가 남았다 냉동식품 해동했다 다시 얼려도 된다,"['용량', '식약처', '가정', '조리', '분할', '작업', '품질', '개정', '부분', '사용', '영업', '보관', '생활', '위생', '일시', '내용', '차이', '가구', '방송', '판매', '안전', '경우', '허용', '해동', '냉동', '향상', '냉장', '세균', '일반', '식품', '라면', '이번', '원료']",YTN
112,명절 장보기 냉장 필요 없는 식품농산물냉장식품육류어패류 순,"['여부', '시간', '조리', '구매', '손상', '배송', '상담', '온도', '육류', '농산물', '우려', '성분', '사용', '주의', '보관', '구입', '온라인', '운반', '의사', '이상', '의약품', '기한', '방법', '사항', '증상', '수산물', '소비', '상온', '명절', '방지', '상태', '표시', '오염', '준비', '발생', '음식', '판매', '안전', '경우', '확인', '유통', '해동', '냉동', '제품', '냉장', '섭취', '세균', '감염', '식품', '채소', '재료', '음식물', '방치', '복합']",ZDNet Korea
113,재건축부담금실거주의무폐지 개정안 1년간 낮잠,"['주택', '환수', '거주', '초과', '분양', '국회', '폐지', '의무', '부담', '완화', '내용', '발표', '정부', '국토', '논의', '사업', '이익', '현안', '법안', '재건축', '개정안']",한국경제
114,재건축지도실거래가 올랐다고요현장은 시큰둥,"['문의', '주택', '구역', '경신', '압구정', '상승', '대형', '토지', '분위기', '최고', '매수', '대표', '평형', '서울', '기자', '기준', '현금', '중개업', '신규', '시장', '부동산', '거래', '얘기', '아파트', '면적', '완화', '가구', '현장', '집주인', '진입', '이후', '물이', '사진', '매물', '허가', '사비', '상황', '수요', '인근', '재건축', '증가', '전용', '수익', '가격', '최근']",비즈워치
115,강동길 의원 깡통전세 예방 위한 전세가율경락가율 확인 가능한 시스템 개발돼야,"['주택', '전세', '해당', '시스템', '보증금', '예산', '깡통', '개발', '의원', '예방', '정책']",서울신문
116,원희룡 깡통전세 국가 매입 검토해 볼 가치 있다,"['국토교통부', '반환', '주택', '대출', '세금', '국가', '장관', '제안', '서울', '공공', '의원', '입자', '검토', '정책']",뉴스1
117,세입자 눈물 흘리게 만드는 전세사기 피하는 방법은 손희애 금융 크리에이터머니클라스,"['비교', '사람', '전세', '주택', '문제', '관련', '공인', '보증', '오피스텔', '피해', '신고', '금융', '서도', '매매', '한번', '조회', '체납', '이사', '깡통', '지금', '중개', '보조', '안심', '수도', '방법', '수가', '거래', '시세', '얘기', '아파트', '세금', '보증금', '보험', '징역', '발생', '입자', '확인', '취소', '사기', '경우', '앵커', '보도', '제도', '계약', '요청', '정보', '유형', '투자', '대출', '정리', '제시', '당일', '상황', '확정', '중개사', '조금', '집값', '자격', '화면', '집주인']",JTBC
118,국회 입법조사처 반도체 전문인력 양성방안 보고서 발간,"['반도체', '향후', '연구개발', '글로벌', '양성', '전문', '해외', '인력', '방안', '교육', '정부', '부족', '최근', '정책']",ZDNet Korea
119,미국은 이민 문턱까지 낮췄는데반도체 전쟁에 싸울 전사 없는 한국,"['전자', '세계', '해결', '문제', '한국', '업계', '관련', '확보', '인력', '취업', '안보', '부족', '첨단', '외국인', '산업', '활용', '반도체', '국적', '인재', '유치', '이상', '기술', '고급', '삼성', '명의', '적극', '정책', '기업', '국가', '주요', '수급', '해외', '대학', '전기', '이민', '분야', '정부', '공급', '연구소', '우수', '계약', '인도', '양성', '상황', '수요', '유출', '학과']",한경비즈니스
120,손현덕 주필의 사람과 현장,"['세계', '사람', '클라우드', '서비스', '시간', '모델', '업계', '문제', '개발', '규모', '대표', '구글', '결정', '그때', '작업', '반도체', '시작', '세상', '언어', '논문', '지금', '전문가', '데이터', '기술', '적용', '모임', '기업', '발표', '준비', '대학', '프로젝트', '분야', '질문', '처리', '정도', '게임', '투자', '학습', '공개', '한국어', '기반', '서울대', '생각']",매일경제
121,디스플레이산업협회  협회와 글로벌 협력 강화,"['예정', '협회', '기구', '위원회', '한국', '개발', '제조', '산업', '국산', '업무', '반도체', '국제', '개최', '마련', '표준', '지원', '부회장', '교류', '기술', '활동', '시장', '체결', '기업', '일본', '확대', '디스플레이', '분야', '수출', '정보', '협약', '협력', '기반', '이번', '장비', '핵심']",ZDNet Korea
122,집값 바닥 심리 확산고정 변동 어떤 금리 유리할까,"['주택', '사람', '고정', '상승', '매수', '금융', '시중', '비중', '소득', '금리', '기준', '포인트', '기자', '서울', '변동', '담보', '속도', '신규', '관리', '부동산', '올해', '아파트', '완화', '수준', '당국', '은행', '심리', '사진', '대출', '가계', '규제', '증가', '지난해', '관계자']",아시아경제
123,강물지하수 퍼올려 냉난방 온실가스비용 절감 일석이조,"['도입', '한국', '비용', '보급', '활용', '온도', '비중', '민간', '서울', '건물', '지원', '신재생에너지', '에너지', '여름', '설치', '대기', '대비', '기존', '방식', '이용', '절감', '배출', '국내', '생산', '초기', '시청', '지난해']",동아일보
124,태양광 공장그린 모빌리티대구시 도시 풍경 바꾼다,"['나무', '대구시', '개발', '규모', '대표', '보급', '녹색', '참여', '시스템', '조성', '포인트', '변화', '생활', '태양광', '과제', '에너지', '시설', '발표', '대구', '프로젝트', '중립', '가스', '대중교통', '사업', '방침', '계획', '배출', '시민', '온실가스', '탄소', '핵심']",매일신문
125,새만금 풍력 7000배 대박 교수 일가족 총동원  기업간 자전거래 의혹도,"['풍력', '회사', '개발', '보유', '대표', '가족', '새만금', '중국', '참여', '설립', '소유', '에너지', '기술', '풍력발전', '기업', '아내', '이후', '정부', '교수', '의혹', '사업', '당시', '해상', '협력', '전북', '용역']",조선비즈
126,정책 수혜 기대 태양광 기업들 경력 채용 소식 줄잇는다종합,"['해당', '개발', '산업', '한화', '채용', '업무', '연구개발', '시스템', '지원', '파워', '태양광', '에너지', '이상', '실무', '관리', '경력', '정책', '설치', '기업', '전문', '국가', '해외', '현대', '중공업', '담당', '설루션', '분야', '경우', '정부', '발전', '사업', '계약', '모듈', '부터', '증가']",아시아경제
127,보험 온라인 가입 무조건 싸고 좋다,"['운전자', '특약', '업계', '보험료', '채널', '손해', '가입자', '비중', '기록', '자동차', '오프라인', '온라인', '평균', '시장', '반면', '보험', '설계', '경우', '중소', '책정', '상황']",머니S
128,보험사들 역대급 순익올해 상반기 5대 은행만큼 벌었다,"['카드', '업계', '회계', '회사', '보험료', '상품', '금융', '손해', '자동차', '지원', '생명', '압박', '취약', '금감원', '사회', '삼성', '순이익', '적용', '올해', '보험사', '상반기', '보험', '수준', '실적', '화재', '소급', '경우', '당국', '은행', '논란', '상생', '관계자']",연합뉴스
129,형제자매는 가족일까 아닐까보험 특약 이것만 기억하세요,"['카드', '해결', '운전자', '특약', '관련', '피해', '가족', '일부', '연령', '회원', '보상', '사용', '주의', '기준', '보관', '고지', '금감원', '보험사', '의무', '부담', '보험', '발생', '신용카드', '경우', '민원', '위반', '계약', '분쟁', '부정', '범위', '금액']",매일경제
130,폭우에 태풍까지손보사  보험료 인하할까,"['보험사', '전망', '자동차', '예상', '태풍', '보험료', '침수', '피해', '손해', '추가']",YTN
